id,text,label,topic,probability
77,卢秀燕严守与柯文哲“不同台、不巧遇” 蓝白合总统局破裂，台中市长卢秀燕不仅谨守“柯卢不同台、不巧遇”红线，昨天造势场合不穿民众党背心，连民众党总统参选人柯文哲的空椅子也被移开，凸显大选在前，国民党坚壁清野及分寸拿捏。,政治,12,0.977132
78,6旬夫妻情变 不识字夫遭骗印鑑章过户新北2栋房产 桃园市66岁张姓男子因自身不识字，于是将房产文件及印鑑均交给61岁庄姓妻子保管，庄女为保障自身，2019年9月利用不知情地政士以“夫妻赠与”为由，将张男新北芦洲2栋房产移转至自己名下，后因夫妻争吵，张要求返还权状印章，庄女担心东窗事发，修改权状的所有权人资料后列印交付，张至地政事务所洽询发现竟是赝品，桃园地检署侦结，将庄女依伪造文书罪起诉。,法律,4,0.98679346
79,队中最好强打还是贾吉 突显洋基养成灾难 被台湾球迷戏称“八字不够重”扛不起洋基40号球衣的塞佛里诺（Luis Severino）终于在上週跳槽同城大都会，成为第一个找到新东家的前洋基球员。在塞佛里诺离队后，洋基土生土长球员中的“红军”（台语，资格最老）就成了明年将迈入生涯第九个球季的大队长贾吉（Aaron Judge）。,体育,1,0.98230994
80,前“香港众志”副秘书长周庭宣布弃保 永久离开香港 前“香港众志”副秘书长周庭因参与2019年反送中运动遭判刑10个月，2021年刑满出狱后，于今年9月获香港国安处发还旅游证件批准其离港前往加拿大升学，但要求必须在本月底返回香港报到。但周庭昨日于社交平台宣布，决定“不回去报到了，也大概一辈子不会回去了”，形同宣布弃保。,政治,2,0.9853501
81,长荣海运全球最大型2.4万TEU货柜轮开箱 生活空间媲美豪华邮轮 长荣海运（2603）2.4万TEU“A”型货柜生活空间媲美豪华邮轮！长荣海运轮颠覆以往过去对船上及船员生活印象，首先生活空间的设计媲美豪华邮轮住宿规格、餐饮环境；工作环境动线规划佳，更领先全球海运界，驾驶台採全包覆式的贴心设计，免于每次靠港作业时的风吹日晒雨淋，两大优势成为国内航海相关学系的学子毕业第一优先选择。,交通,12,0.98733
82,【专家之眼】何不增设“出国旅行支出”特别扣除额？ 吃饭、穿衣、适当休閒与娱乐等，皆为个人生活之基本需要，何以综合所得税没有用餐、购置服装、休閒与娱乐等特别扣除额？原因在于：《所得税法》有“免税额”、《纳税者权益保护法》有“基本生活费用不得课税”之设计，可适当考虑个人维持基本生活所需之费用与支出，不须另设扣除项目。,法律,13,0.98196906
83,10月美债殖利率涨破天...银行进场狂扫 关键原因曝光 10月美债、海外债殖利率涨破天，金融业顶著旧债评价损失的压力锅往前衝，趁10月殖利率飙涨、价格破底的“甜蜜价”进场，提前替明年降息做布局。据金管会最新统计，10月银行业加码债券876亿元是近四个月最大手笔，累计前十月已敲进债券1兆242亿元，续居“买债王”。,经济,5,0.9846298
84,姚立明：选前最后两周大陆恐放大招 民进党已做好准备 民进党总统参选人赖清德竞选总部主委姚立明在香港明报4日登出的访问中表示，一旦赖清德当选，大陆不会攻台，反而两岸有战争的可能最低。但他研判，大陆可能在选战最后两周“放大招”，让台湾的选民觉得“选赖清德很危险”，民进党对此已做好准备。,政治,4,0.62756014
85,美债狂涨一波后还会猛升吗？ 经济著陆是软或硬成了焦点 债券市场近月强劲反弹大涨，显示出交易人士相信联准会（Fed）升息周期已经结束。现在，讨论焦点转向央行何时开始降息？会降多少幅度？,经济,3,0.97395396
86,MLB／大谷追逐战已到最后阶段 纽邮爆料身价达6亿美元 大联盟巨星大谷翔平进入自由球员市场后，毫无意外引发众多球团追逐，纽约邮报指出，随著竞标愈来愈激烈，大谷可能成为身价6亿美元（约合台币187亿5654万）的球员。,体育,13,0.9776759
87,巴拿马塞船…货柜双雄拟收附加费 全球货柜运价有撑 巴拿马运河乾旱导致通行成本续涨，全球多家指标航商确定加收通行附加费，其中龙头航商地中海航运（MSC）率先在本月每柜加徵297美元。市场传出，国内的长荣（2603）、阳明正研拟加收计画，金额待定。,贸易,8,0.9791636
88,影／台中妙龄女刚调好后照镜…2秒后发生悲剧 追撞机车双仆街 台中市陈姓女子在1日骑机车行经北区时，疑因调整机车后照镜角度，未注意到前方的机车已亮煞车灯，陈女在调完后照镜后两秒，即撞上前车，酿两人受伤，后方有轿车驾驶以行车记录器拍下，上传网路后引发热议。,交通,7,0.9819688
89,00713创新高站上50元…挂牌以来打败大盘4年！ 专家揭2缺点：捡便宜机会不多 00713今天领先大盘创新高，正式站上50元关卡。上週也公布今年第4次配息数字，预计配0.84，单次殖利率1.69%，年化殖利率近7%。,经济,8,0.97395474
90,2准司法官性骚女同学 司法官学院：汰除品德不合格学员 法务部司法官学院惊爆2名男学员性骚扰事件，且加害人不止1人，司法官学院中午发布声明指出，将严格依相关机制处理，以提升学员性别意识价值观和实践，汰除品德学识不合格的学员。,法律,8,0.97819597
91,高股息ETF涨势猛 这档新星“有底气、有买气”11月涨幅逾8% 台股11月以来大涨，吸引更多投资人“钱”进高股息ETF。观察17档高股息ETF中，有四档上涨超过8%，包括群益半导体收益（00927）、永丰ESG低碳高息（00930）、兆丰永续高息等权（00932）、中信成长高股息（00934）。,经济,1,0.978196
92,蓝白合遭告发搓圆仔汤“马朱侯柯”列被告侦办 法界：看不出来侦查价值 台独团体于“蓝白合”酝酿期告发前总统马英九、国民党主席朱立伦、国民党提名总统参选人侯友宜、民众党总统参选人柯文哲违反“搓圆仔汤”条款，检方分案；法界表示，检察机关受理告发不分案是“吃案”，告发案不易成罪。,政治,8,0.98325694
93,小主人乱抱猫还得意说牠很喜欢 虎斑“气到中风嘴歪”：你看我的脸像开心吗？ 藏不住情绪的猫猫？一隻虎斑猫被小主人抱起来遭爸爸阻止，女童很有自信地说猫喜欢她这样做，但猫咪的脸非常臭还撇嘴，让爸爸有点无言。,生活,3,0.9781948
94,T1联盟／啦啦队女神曝工作辛酸 竟有噁男认为给钱就能吃豆腐  刚加入台啤永丰云豹啦啦队的微醺感女神“牛奶”王俪洁，因舞技高超、容貌皎好，再加上魔鬼身材，拥有庞大粉丝关注。她近日在社群分享当舞者的辛酸，曾遇到有人想给钱对她毛手毛脚，让她非常不舒服。,文化娱乐,11,0.9800509
95,陆面板厂大减产…有助推升报价 双虎利多 大陆四大面板厂京东方、华星光电、惠科、咸阳彩虹出手捍卫电视面板价格，近期陆续通知供应商将再度扩大减产两成甚至更多，四大厂明年首季产能利用率将降到六成以下，“一季减少群创一年电视面板产能”，要透过大幅缩减供给，拉抬报价至获利水准之上，群创（3481）、友达等台厂同步受惠。,商业,8,0.9851169
96,今全台各地降雨 周三再一波水气 这时间探12度低温 锋面及华南云雨区东移影响，中央气象署发布大雨特报，今天基隆北海岸及宜兰地区有局部大雨发生的机率。天气风险公司天气分析师欧宗学表示，锋面在台湾附近发展并逐渐通过中，有大片的降雨云系正影响北部地区，并且逐渐往中部地区延伸。,气象,5,0.98355126
97,抢先一步？长沙街头惊见全新Cybertruck 特斯拉打脸：有点粗糙 特斯拉纯电动皮卡“Cybertruck”历经两年延宕，上月底终于举办交付活动，确定可从明年起交车。近日，有中国网友分享疑似在湖南长沙看到Cybertruck亮相街头，吸引许多人围观拍摄。,商业,0,0.975959
98,学者：民进党若再度完全执政 北京恐对台针对性武力展示 国家政策研究基金会副研究员揭仲今天在一场座谈会中表示，若赖清德副总统在2024总统大选中获胜，甚至民进党继续在台湾“完全执政”，则北京很有可能会在大选结果产生到总统就职日的这段期间，对台湾採取包括高强度针对性武力展示在内的高压行动，以吓阻新政府衝撞北京底线，同时试图影响总统就职演说的内容。,政治,13,0.98557544
99,知名投资客刘妈妈“东区店王”又空了 不降反涨开60万元求租 知名投资客刘妈妈持有的忠孝复兴站三角窗黄金店面，曾以每月租金百万租给雄狮旅游，但随东区人气下降，该店不是空置，就是租给特卖会，近期该店再度空租，目前开价每月60万元求租，换算一坪约1.5万元。,商业,11,0.9823096
100,亚锦赛／大巨蛋首战获多数球迷正面评价 有2点需改善　 亚洲棒球锦标赛昨天开打，这是台北大巨蛋首场正式比赛，受到不少关注。许多球迷在网上分享进场体验，有人认为巨蛋内部漂亮、看球视野佳、动线顺畅，但也有不少人批评音响太差，外观太丑。,体育,10,0.98005116
101,美军舰驰援红海3艘遇袭货船 击落青年运动无人机 以巴衝突恐扩大 英国金融时报报导，美国国防部3日证实3艘商业货船在红海遭到攻击，卡尼号驱逐舰（USS Carney）出动驰援，伊朗扶植叛军“青年运动”（Houthis）则宣称以无人机和飞弹作案，以巴衝突恐怕扩大至重要的海运贸易廊道。,贸易,7,0.97916394
102,添好运“蒸笼有蟑螂”！网友逆风不挺爆料者 两派战翻 吃港点竟然吃到小强！近日有网友于爆料公社发文，照片中可看到在台南新天地添好运的蒸笼中，见到蟑螂尸体，发文者也表示“加料不加价 添加了蟑螂”。不过由于爆料者也提及“处理方式 免单”，所以有网友认为不应该再转头爆料，引起两派人马的热烈争辩。对此，添好运所属的和亿生活集团也发表声明，表示经顾客现场反映后，已立即启动餐厅内外场查核机制，同时要求全台各分店针对各项流程进行重新自我检视，而顾客方面第一时间也进行相关补偿措施。,生活,9,0.9894648
103,太阳能厂再亮“红色警戒” 元晶、茂迪、联合再生等陷内外夹击 全球太阳能供过于求压力加剧，欧美市场库存大爆仓，大陆太阳能模组厂透过东南亚制造“洗产地”的产品无处销售，转向大量倾销台湾，并以市价六、七折抛售求现，售价比台厂成本还低。太阳能红色供应链不惜成本在台杀价倒货，元晶、茂迪、联合再生等台厂再度面临“红色警戒”。,商业,1,0.98463
104,造价1442亿元高捷黄线土建工程本月动工 这条路要在通车前拓宽 造价逾1442亿元的高捷黄线土建工程将在本月动工，施工路线所经过的本馆路，原本常塞车，市府决定拓宽，路幅将由原本15公尺宽拓为25公尺，并设停车位、转乘设施、人行道与绿带，工程费约1.5亿元，现正办理土地及地上物取得，预计2028年高捷黄线通车前完成，此案引起网友议论，有网友认为不抓违停跟并排停车，拓宽后还是会塞。,交通,11,0.986606
105,学者：国籍事项登记有案 一查就有 政治大学法律系副教授廖元豪指出，根据议员爆料，看不出萧美琴有放弃过国籍，即使她曾是美国公民，也不用放弃中华民国籍，比较可能是萧长期待在国外，太久没回台湾被除籍才没有户籍，但不影响参选资格。他说，国籍事项绝对登记有案，一查就有，中选会应该请内政部查核，并由内政部公开说明清楚。,政治,8,0.98325664
106,"金价再刷新历史高！一度突破2100美元关卡 还可以买吗？ 联准会（Fed）主席鲍尔对于升息抱持谨慎态度，他表示货币政策已如预期减缓经济成长，隔夜利率也已进入限制性区间，市场解读认为鲍尔暗示升息已经结束，激励12月1日黄金现货收盘上涨1.76%来到2,072.22美元历史新高，而且市场动能仍未终止，今（4）日黄金期货电子盘继续上涨逾1%，突破2,100美元关卡。",经济,15,0.98511785
107,男友婚前买妳名字的房子“不一定是真爱”？ 专家：小三住进来女友还卖不掉 男朋友买房买你的名字，你以为就是爱的表现吗？不一定。,文化娱乐,0,0.95535254
108,潘孟安爆住绿能老闆豪宅 侯友宜质疑为何住到业者房子 民进党总统参选人赖清德竞选总干事潘孟安被爆出住在绿能企业董事长杨宗名下豪宅，遭质疑受到财团供养。国民党总统参选人侯友宜指出，光电业者将房子租给民进党重要官员，不是租约问题而已，背后是否有其他问题？在状况没有釐清前，希望大家重视。自己没有预设立场，但当事人、民进党应该向大家说清楚，潘孟安为何会租光电业者的房子？,政治,3,0.98579395
109,长荣已跃升求职第一志愿 长荣海运近年大赚钱，而且长荣不只船队赚大钱， 同时提昇船员生活品质，船员月薪17万元起跳，干到船长更是30万元以上，在网路、休閒空间与膳食条件改善下，长荣海运早已成为太多人工作的第一志愿。,商业,12,0.9759594
110,柯文哲“这群人”的票跑来跑去 吴子嘉：他的挣扎会害到政党轮替 2024总统大选剩不到40天，由民进党赖清德搭配萧美琴、国民党侯友宜搭配赵少康、民众党柯文哲搭配吴欣盈相互竞逐，而多份民调显示“柯盈配”支持度暂居第三。对此，《美丽岛电子报》董事长吴子嘉也表示，“现在因为柯文哲的挣扎，会害到政党轮替”。,政治,12,0.9826377
111,影／国籍争议大不同？萧美琴：我是千锤百鍊 指吴欣盈“未来日子很辛苦” 民进党副总统参选人萧美琴今天上午首登竞选辅选车，陪同台中市第二选区立委林静仪车队扫街。被问及民众党副总统参选人吴欣盈的国籍议题时，萧美琴表示，吴欣盈从政时间比较短，未来日子会很辛苦；她也很辛苦，但“我是千锤百鍊，已经身经百战走过来”。,政治,3,0.98437345
112,"12月“涨相”最佳…台股年终攻高 打多头延长赛 台股11月大涨8.9%，12月交易首日再以17,438点创今年收盘新高，宣告大盘进入多头延长赛起跑。四大投顾法人表示，12月向来是台股“涨相”最佳月份，加以苹果、微软市值争霸战登场，台股AI供应链将有资金红利，有利年终作帐、集团作帐、作梦行情发酵，带动指数进一步攻高。",经济,0,0.9841088
113,上午11时8分士林规模2.4浅层地震 阳明山、淡水震度1级 中央气象署发布小区域有感地震报告，今天上午11时8分，在台北市政府北方13.9公里，位于台北市士林区，发生芮氏规模2.4地震，地震深度3.4公里。,气象,3,0.9746589
114,36岁女律师称“胜率最高离婚律师”、30年经验 被记警告 36岁许姓女律师大打“胜率最高离婚律师”广告，还在主持的律师事务所网站以“在高雄地区深耕34年”、“高雄律师最强律师免费法律顾问”等夸张文字推展业务，高雄律师公会认为她违反律师法、律师伦理规范和律师推展业务规范，将她移付惩戒，律师惩戒委员会决议警告，并接受6小时自费律师伦理规范研习。,法律,4,0.98600584
115,电动车有教人意外的缺点？新车主常被这项费用吓一跳 电动车车主发现了他们的新车有个出乎意料之外的缺点：撞车之后的修理费用往往很贵。,交通,2,0.9624957
116,AI封测追单强劲 日月光投控、京元电、硅格等可望“赚饱饱” 超微（AMD）、辉达（NVIDIA）AI新晶片连发，带动封测链跟著旺。业界人士透露，近期客户端对AI相关封测追单意愿强劲，整体量能比原本估计高逾一成，日月光投控（3711）、京元电、硅格等厂商可望“赚饱饱”。,经济,9,0.98046714
117,国1北上货车追撞砂石车 驾驶“铁包肉”遭夹1小时脱困 国道1号北向357.1公里处今上午11时52分许发生车祸，21岁袁姓男子驾驶小货车，疑未注意车前状况，往前方林男驾驶砂石车斗撞上，袁男货车车头被夹成“直角”，他则受困其中，成功脱困后意识清楚，左臂骨折及多处擦挫伤，已送往高雄荣总救治。,交通,8,0.98325676
118,拉拉初嚐气泡水停顿1秒“吓到综艺摔”！原地呆愣不敢相信：这是虾咪？ 国外有名饲主近日在社群平台IG上分享一段影片，拍下家中饲养的拉布拉多狗生第一次喝气泡水，强烈的气泡刺激吓得牠直接“原地弹跳”，斜眼看著瓶盖露出一脸不可置信的表情，珍贵瞬间吸引不少网友点讚留言表示“太可爱啦！”,生活,7,0.98437285
119,时机敏感…民进党台东县党部主委简维国酒驾 地方震惊 民进党台东县党部主委、议员简维国2日发生交通事故，双方未受伤，不过事后却传出简有酒精反应，被警方以酒驾送办。简维国表示，事故发生后他主动打电话报案，并在现场指挥交通等待员警到场，他因跑喜宴行程未能坚守原则，做了负面示范，心中有愧。,政治,3,0.98383385
120,影／高雄没风雨路树倒塌砸中宾士 车主接通知当场傻眼 高雄市今天气凉爽，但位于左营区华夏路一棵路树突然倒塌，不偏不倚砸中停在路边停车格的一辆宾士C300轿车，整棵枯萎的树干“躺”在宾士的引擎盖上，高姓车主接获爱车被砸的讯息到场，当场傻眼！,交通,11,0.98196954
121,以色列国安局长音档曝光！称将猎杀海外的哈玛斯分子到天涯海角 路透报导，以色列公共广播公司（Kan）3日释出一段音档，据悉是国家安全局（Shin Bet）负责人表示以色列将猎杀在黎巴嫩、土耳其和卡达等地的哈玛斯武装分子，花上数年也在所不惜。,军事,9,0.9746598
122,【重磅快评】萧美琴奇幻之旅：从美籍顾问到参选副总统 民进党人一直没放弃推动台湾“正常国家化”，赖清德参选总统挑搭档，便足以证明“这个国家”多麽不寻常。廿三年前，绿营首次执政，萧美琴是陈水扁总统聘用的“美籍顾问”；此刻“前美国人”搭配美国人阿公参选正副总统。“美德配”正在改写“外来政权”的定义。,政治,13,0.98355085
123,"台61线彰化段快速道路轿车追撞槽车 轿车驾驶全身骨折不治 台61线快速道路203.2公的里大城乡路段车祸，轿车驾驶人失去生命迹象。图／读者提供
",交通,8,0.9687464
124,蓝白协商列被告 马英九办公室：根本直接打了蔡总统的脸 台北地检署将前总统马英九列为选他字案被告侦办。马办今天指出，蔡英文总统才说没有干预司法，但台北地检署马上把马英九、国民党总统参选人侯友宜、国民党主席朱立伦、民众党总统参选人柯文哲等人列为被告并侦办，把西方民主国家行之有年的政党合作，当成“搓圆仔汤”去办，根本是台北地检署直接打了蔡英文的脸，民众自有公评。,政治,13,0.9869781
125,"金价继续大涨创新高 现货黄金突破2,100美元 国际黄金价格继续创新高，涨破每英两2,100美元价位，受到美国经济数据走软的提振，且联准会官员的谈话让投资人预期明年初可望降息。",经济,12,0.9724235
126,严控晶片输陆 美商务部长雷蒙多点名辉达 美国商务部长雷蒙多二日在加州锡米谷演说表示，美国需加强出口管制，重要的是加强执法力道，以防止中国大陆在人工智慧（ＡＩ）等新兴技术领域超越美国。她表明，“中国不是我们的朋友”，是“我们遇过的最大威胁”。她并点名ＡＩ晶片大厂辉达，称国安比赚钱重要。,政治,2,0.9804663
127,名师陈怡嘉高中联考失常 理平头表决心苦读三年拚上台大 “我常告诉学生，考试乍看是成绩的竞试，但实际上是一个人从EQ、态度到学习方法的全面测试，是大人之路的预备，也是人生能力值的累积。”名师陈怡嘉说。,教育,9,0.9759588
128,夜市人气不如从前？一票人叹不如吃餐厅：又贵又吃不饱 许多台湾人都很爱逛夜市，品嚐鸡排、地瓜球、蚵仔煎等许多平价小吃。不过近日有一名网友分享，他以前很爱逛夜市，但现在却觉得夜市的吸引力不如从前，好奇询问众人原因，“大家还记得以前夜市的卖点是什麽吗？”,生活,9,0.9796177
129,五月天演唱会陷“假唱”疑云 上海文旅局要求配合调查 台湾“天团”五月天日前在上海举办的演唱会，近日遭指控有近半歌曲“假唱”。据新华社报导，上海市文旅局执法总队已关注此事，并已按大陆“营业性演出管理条例”要求主办方配合调查，待有关情况依法核实后，将及时回应网友关切。,文化娱乐,12,0.9804668
130,听到爸要卖掉自己只留阿金！边牧崩溃“每天紧跟狂骂”：小心我把弟弟带出去扔了 边牧聪明过头也会记仇！一名饲主的爸爸说家裡留黄金猎犬就好，要把边境牧羊犬卖掉，从此就被边牧记仇，每天看到爸爸总是凶狠狂吠，不开心他怎麽差别待遇。,生活,2,0.97767586
131,观察站／卢秀燕身段软 避免柯粉投向绿 蓝白在总统选举分手，近日多家民调重回“蓝绿对决”态势，民众党总统参选人柯文哲沦为第三。民进党喊出决战中台湾，选前周周派府院党大军压境，“蓝营一姐”台中市长卢秀燕费力维持地方蓝白合氛围，不仅著眼非绿区域立委选情，也避免蓝白针锋相对，把柯粉逼向民进党阵营。,政治,5,0.98437357
132,五条悟、虎杖悠仁来了！ 藏寿司“咒术迴战扭蛋”登场 粉丝们准备好了吗？“藏寿司”本季携手人气动漫“咒术迴战”，推出19款咒术迴战联名扭蛋，包括软胶吊饰、徽章、纸胶带，等著粉丝们前来蒐集。另外还有多款冬季限定的品项登场。,文化娱乐,7,0.9791641
133,用景气灯号买进什麽ETF好？ 专家：我买006208、0056、00713、00878 前几天景气灯号又从“黄蓝灯”转回“蓝灯”了，有大大因为之前转黄蓝灯，在景气复甦前已经买了少量股票来卡位，所以很紧张不知道景气的状况未来到底是要转好还是又要转差？（温馨提醒：不能用卡位的心态来买股票喔）,经济,7,0.9791643
134,海巡上尉和长官妻发生不伦 上司头顶绿光气炸提告判赔38万 海巡署某单位一名督察发现，去年1月间，妻和同单位的上尉学弟认识，两人发生多次不正关係，督察气得对上尉学弟提告索赔50万元。法院审理后，法官认为上尉侵害督察配偶权，判他应赔38万元。,法律,3,0.98230886
135,地方、中央民代齐发声 高铁今决定明年元月云林增21班 针对高铁云林站增班，中央和地方民代齐发声，经高铁公司依旅客需求评估后作出回应，今天宣布自明年1月3日起，全线每周增开21班次列车，其中云林站每周四再增开1班北上班车，其他尖峰时间视实际运量再作班次调整，以服务云林旅客；各站自12月6日凌晨零时起受理预购票。,交通,14,0.9853508
136,莫那鲁道躲日军的最后藏身地 马海濮岩窟坍塌引叹息 赛德克族头目莫那鲁道率族人壮烈抗日，其骸骨现安葬于南投仁爱雾社纪念公园，当年他自戕的最后藏身地“马海濮岩窟”近年吸引登山客朝圣探访。但有山友指出，该岩窟疑因风灾受创，现已崩塌，登山同好感叹，与莫那鲁道一起深藏溪谷。,旅游,10,0.9838345
137,4间有1间！老屋交易夯三主因 “贷款变容易了” 老屋交易热，根据金融联合徵信中心资料显示，今年前三季全台屋龄30年以上老屋贷款共3.25万件，占所有住宅贷款件数比重达25%，等于每四笔住宅贷款就有一件是老屋，创下历年新高，且14年前、2009年相比，翻倍成长。,经济,6,0.98086554
138,"夫妻攀南投白姑大山迷路失温 女出现幻觉“看见阿嬷” 1对夫妻从北部至南投县仁爱乡攀登白姑大山，3日下山迷路，消防局连夜入山救援，发现男子轻微失温、女子已出现幻觉、幻听，4日上午协助两人回到登山口。（南投县消防局提供） 中央社1对夫妻从北部至仁爱乡攀登白姑大山，昨天下山迷路并失温，消防局连夜入山救援，男子轻微失温、女子出现幻觉“看见阿嬷”，搜救队给予保温及热食，今天上午协助回到登山口。
",旅游,8,0.98828036
139,民众申请护钞被冷回“警车非计程车” 北市警局长：用词不对 农曆春节将至，民众至银行提领大笔现金机会增加，有民众日前去邮局提领150万现金，申请护钞竟遭冷回“警车不是计程车”，议员调阅资料也发现，台北市14个警分局护钞方式都不同，质疑不应让民众无所适从。台北市长蒋万安表示，如果有民众有需求，可以寻求警方协助护钞。,社会,2,0.9838346
140,八档千亿规模ETF…股债刚好各半！ 她：月配型2档00772B和00929 截至12/4有八档千亿规模ETF,经济,2,0.92787635
141,三重78岁老翁闯红灯走斑马线 被机车撞上送医不治 三重区仁爱街今天清晨6时许发生死亡车祸，1名78岁老翁闯红灯走斑马线过马路，被路过机车撞上，救护车将老翁送医急救，可惜仍因伤重宣告不治，女骑士将依过失致死罪嫌侦办。记者林昭彰／翻摄新北市三重区仁爱街今天清晨6时许发生死亡车祸，1名78岁老翁闯红灯走斑马线过马路，被路过机车撞上，救护车获报到场将老翁送医急救，可惜仍因伤重宣告不治，女骑士将依过失致死罪嫌侦办。,交通,3,0.9890981
142,它替补卫视电影台！迪士尼11频道将撤台 过半业者向NCC申请替补频道 迪士尼集团旗下11频道今年底退出台湾，外界关注5个基本频道替补进度。NCC表示，目前凯擘、中嘉、大丰等37家系统业者送出频道异动申请，35家以CATCHPLAY电影台替补卫视电影台，金门县系统台罕见以台视新闻台替补卫视电影台、寰宇新闻台替补STAR World。,文化娱乐,6,0.9829533
143,"日圆先生：明年7月日银走向紧缩 日圆可能触120价位 今年以来跌跌不休的日圆，近日出现反转态势，有“日圆先生”之称的榊原英资今天表示，预估日本央行明年7月就会走向货币紧缩，让日圆展开升值；如果日本央行加速紧缩、态度积极，可能推动日圆更为强势，达1美元兑120日圆的水准。
",经济,7,0.9823095
144,【专家之眼】连服贸都搞不定 还想加入CPTPP 全球最高标准的贸易协议-跨太平洋伙伴全面进步协定（CPTPP）七月召开部长级会议前，行政院经贸办总谈判代表邓振中表示，台湾准备好了。但是执政党连门槛极低的两岸服务贸易协议，都视为洪水猛兽，要加入ＣＰＴＰＰ简直是痴人说梦话。,贸易,6,0.97869086
145,陆疫情烧 广东、北京重现健康码 中国大陆近期各地呼吸道疾病疫情持续上升，包含霉浆菌感染病例激增，儘管官方强调未发现新病毒或细菌导致新传染病，但香港明报引述消息指，广东、四川、福建、陝西、北京等地“绿码”（健康码）重出江湖；浙江义乌近日更发出“保存十天以上存粮”倡议书，呼吁民众“家庭储粮，有备无患”，引发民众忧心“是否又要再封（控）？”,健康,7,0.9860056
146,每日星座运势／巨蟹冷静勿闹大矛盾  远离搬弄是非 2023-12-04牡羊座短评：工作中宜大胆、有主见。【整体运★★★★☆】今天有机会接触企业高层主管，不要畏畏缩缩的，大胆有主见的表现反而会赢得对方的赏识。单身者有机缘认识事业有成的异性，很容易被对方吸引；恋爱中的人一起参加户外活动，有助于增进彼此的感情。【爱情运★★★★☆】,文化娱乐,3,0.9812468
147,大亿交通接班生变 董事长吴俊亿持股信託 未来专业经理人主导 车灯龙头厂大亿（1521）接班生变。大亿董座吴俊亿，近年已逐步交棒二代，但本月23日大亿即将召开股东临时会，要解任独子吴育贤的董事职务。主要是吴育肾接班期间与日本大股东小纟水火不容，今年以来大亿交通几乎拿不到来自车厂的大订单，形成两败俱伤的局面。在吴俊亿的股份信託，公司回归专业经理人主导之后，小纟的订单重新下到大亿交通，双方的危机终告解除。,商业,10,0.9884249
148,"称民进党发言人污走李登辉400万 他挨告拖王燕军子下水 前民进党发言人吴濬彦。 联合报系资料照
",政治,13,0.9506521
149,华为车BU员工补偿出炉：N+1+4并保有华为股票 华为公司日前与长安汽车签约要成立新公司抢攻智慧汽车市场，华为公司的智慧汽车部门（简称车BU）将独立分拆出来注入新公司，华为传出已经开出车BU员工加入新公司的补偿方案为N+1（N是年资+1个月的薪资），同时可保留华为内部股票，享有华为分红。另外，与新公司签约后，员工还可以再获得4个月薪资的签字费。,商业,15,0.9846302
150,快速判读急性心肌梗塞 这家公司发明“到院前心电图”已经救了四百人 帮助人是快乐的事 ,健康,15,0.36074007
151,印尼火山喷发11登山客罹难！12人失踪 160多军警持续救援 英国卫报报导，印尼当地时间3日，苏门答腊岛（Sumatra）马拉皮火山（Mount Marapi）发生大规模喷发，造成11名登山客罹难、12人下落不明，当局出动军警逾160人持续进行搜救。,气象,8,0.40421468
152,NBA／勇士开季表现挣扎 贾奈特直言：恐连附加赛都进不去 勇士自开季以来可说是战力失调，攻守两端都面临极大麻烦，即便在比赛中能够大幅领先对手，也难保能够维持胜果直到最后，像是这一週内，勇士就两度在领先20分以上惨遭大逆转；紧接而来球队老化问题和伤病困扰等，势必都会让球队持续陷入挣扎。,体育,12,0.26489785
153,意外救下濒死小牛“2年后竟变成狗”举止超惊人 饲主傻眼：40年没见过这状况 万物皆有灵。一名农场工人多年前救下了被母牛抛弃的小牛，将其视如己出细心喂养，没想到这隻小牛从此变成了一隻狗，整天跟在牠的身后形影不离还会保护饲主，充满灵性的模样让农场主人直呼“40年来从没看过这状况”。,生活,3,0.43373325
154,民进党台东县议员酒驾 脸书涌数百人按讚还加油让网友傻眼 民进党台东县党部主委、议员简维国2日酒驾肇事，事件曝光后，今早公开发文道歉，脸书涌入500人按讚，多人留言喊“加油”，但也有不支持酒驾行为的民众反弹，并在地方社群公开批评，质疑难道“道歉万岁”、“正常都要开除党籍吧！”。,政治,3,0.37737605
155,2023“日本最可爱高中生”出炉 北海道小高一首次参赛就夺冠！ 2023年日本“女高中生选美比赛”结果出炉！综合日媒报导，今年共有4万多名人次报名参加比赛，而本次入围决赛的选手共14位，最后由来自北海道年仅16岁的米泽璃彩（リアさん）夺得冠军。,文化娱乐,4,0.358954
156,"影／印尼火山爆发登山客灰头土脸惨况曝 4日再喷发暂停搜救行动 路透报导，印尼西苏门答腊岛（Sumatra）马拉皮火山（Mount Marapi）3日傍晚大规模喷发，造成11名登山客丧命、12人下落不明，大量火山灰直窜天际，高度超过3,000公尺，受困山区的登山客全身火山泥灰的惨况流出。",气象,8,0.4980294
157,"台积电第4季美元财测未变 法人估11月12月营收月减二成 台积电（2330）今年10月营收约为新台币2,432.03亿元，月增加34.8%，较去年同期增加15.7%，创下单月新高，引发外界讨论是否调整美元财测，不过台积电日前已明确指出今年第4季财测无变动，法人则推估在相关预测基础不变下，11月至12月营收平均值将月减逾二成，惟实际数字待台积电公布。",商业,15,0.28490114
